Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Supplement,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration ,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD ","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,UT (Unique ID),Pubmed Id,
J,"Zhang, Lili; Wu, Jisen; Fan, Yu; Gao, Hongmin; Shao, Yehong",,,,,"Gao, Hongmin/0000-0002-8404-2464",,,An Efficient Building Extraction Method from High Spatial Resolution Remote Sensing Images Based on Improved Mask R-CNN,,,,,,,,SENSORS,,,,20,5,,,,,1465,10.3390/s20051465,,,,MAR 2020,2020,"In this paper, we consider building extraction from high spatial resolution remote sensing images. At present, most building extraction methods are based on artificial features. However, the diversity and complexity of buildings mean that building extraction methods still face great challenges, so methods based on deep learning have recently been proposed. In this paper, a building extraction framework based on a convolution neural network and edge detection algorithm is proposed. The method is called Mask R-CNN Fusion Sobel. Because of the outstanding achievement of Mask R-CNN in the field of image segmentation, this paper improves it and then applies it in remote sensing image building extraction. Our method consists of three parts. First, the convolutional neural network is used for rough location and pixel level classification, and the problem of false and missed extraction is solved by automatically discovering semantic features. Second, Sobel edge detection algorithm is used to segment building edges accurately so as to solve the problem of edge extraction and the integrity of the object of deep convolutional neural networks in semantic segmentation. Third, buildings are extracted by the fusion algorithm. We utilize the proposed framework to extract the building in high-resolution remote sensing images from Chinese satellite GF-2, and the experiments show that the average value of IOU (intersection over union) of the proposed method was 88.7% and the average value of Kappa was 87.8%, respectively. Therefore, our method can be applied to the recognition and segmentation of complex buildings and is superior to the classical method in accuracy.",,,,,,,,,26,2,0,0,0,0,28,,,,1424-8220,,WOS:000525271500227,32155935,
J,"Huang, Lingcao; Luo, Jing; Lin, Zhanju; Niu, Fujun; Liu, Lin",,,,"Liu, Lin/Q-4237-2018","Liu, Lin/0000-0002-9581-1337",,,Using deep learning to map retrogressive thaw slumps in the Beiluhe region (Tibetan Plateau) from CubeSat images,,,,,,,,REMOTE SENSING OF ENVIRONMENT,,,,237,,,,,,111534,10.1016/j.rse.2019.111534,,,,FEB 2020,2020,"Retrogressive thaw slumps (RTSs) are among the most dynamic landforms in permafrost areas, and their formation can be attributed to the thawing of ice-rich permafrost. The spatial distribution and impacts of RTSs on the Tibetan Plateau are poorly understood due to their remote location and the technical challenges of automatic mapping. In this study, we innovatively applied DeepLabv3 +, a cutting-edge deep learning algorithm for semantic segmentation, to Planet CubeSat images, which are satellite images with high spatial and temporal resolution. Our method allows us to automatically delineate 220 RTSs within an area of 5200 km(2) with an average precision of 0.541. The corresponding precision, recall, and F1 score are 0.863, 0.833, and 0.848 respectively, when the threshold of intersection over union is 0.5. Moreover, approximately 100 experiments on k-fold cross-validation (k = 3, 5, and 10) and data augmentation show that our method is robust. And a test in a different geographic area shows that the generalization of the trained model is very good. We find that (1) most of the RTSs are small (areas < eight ha and perimeters < 2000 m) and (2) RTSs preferentially develop at locations with gentle slopes (four to eight degrees), and in areas lower than the surroundings (the mean topographic position index is - 0.17) and receiving less solar radiation (i.e., north-facing slopes). The results show that the method can map RTSs automatically from Planet CubeSat images and can potentially be applied to larger areas.",,,,,,,,,26,1,1,0,6,0,28,,,0034-4257,1879-0704,,WOS:000509819300007,,
J,"Qiao, Lifeng; Zhu, Ying; Zhou, Hui",,,,,,,,Diabetic Retinopathy Detection Using Prognosis of Microaneurysm and Early Diagnosis System for Non-Proliferative Diabetic Retinopathy Based on Deep Learning Algorithms,,,,,,,,IEEE ACCESS,,,,8,,,,104292,104302,,10.1109/ACCESS.2020.2993937,,,,2020,2020,"Predicting the presence of Microaneurysms in the fundus images and the identification of diabetic retinopathy in early-stage has always been a major challenge for decades. Diabetic Retinopathy (DR) is affected by prolonged high blood glucose level which leads to microvascular complications and irreversible vision loss. Microaneurysms formation and macular edema in the retinal is the initial sign of DR and diagnosis at the right time can reduce the risk of non proliferated diabetic retinopathy. The rapid improvement of deep learning makes it gradually become an efficient technique to provide an interesting solution for medical image analysis problems. The proposed system analysis the presence of microaneurysm in fundus image using convolutional neural network algorithms that embeds deep learning as a core component accelerated with GPU(Graphics Processing Unit) which will perform medical image detection and segmentation with high-performance and low-latency inference. The semantic segmentation algorithm is utilized to classify the fundus picture as normal or infected. Semantic segmentation divides the image pixels based on their common semantic to identify the feature of microaneurysm. This provides an automated system that will assist ophthalmologists to grade the fundus images as early NPDR, moderate NPDR, and severe NPDR. The Prognosis of Microaneurysm and early diagnosis system for non - proliferative diabetic retinopathy system has been proposed that is capable to train effectively a deep convolution neural network for semantic segmentation of fundus images which can increase the efficiency and accuracy of NPDR (non proliferated diabetic retinopathy) prediction.",,,,,,,,,28,0,0,0,3,0,28,,,2169-3536,,,WOS:000546426500003,,
J,"Wang, Shengsheng; Hou, Xiaowei; Zhao, Xin",,,,,"Hou, Xiaowei/0000-0002-3313-3972; zhao, xin/0000-0003-2176-7537",,,Automatic Building Extraction From High-Resolution Aerial Imagery via Fully Convolutional Encoder-Decoder Network With Non-Local Block,,,,,,,,IEEE ACCESS,,,,8,,,,7313,7322,,10.1109/ACCESS.2020.2964043,,,,2020,2020,"Extracting buildings automatically from high-resolution aerial images is a significant and fundamental task for various practical applications, such as land-use statistics and urban planning. Recently, various methods based on deep learning, especially the fully convolution networks, achieve impressive scores in this challenging semantic segmentation task. However, the lack of global contextual information and the careless upsampling method limit the further improvement of the performance for building extraction task. To simultaneously address these problems, we propose a novel network named Efficient Non-local Residual U-shape Network(ENRU-Net), which is composed of a well designed U-shape encoder-decoder structure and an improved non-local block named asymmetric pyramid non-local block (APNB). The encoder-decoder structure is adopted to extract and restore the feature maps carefully, and APNB could capture global contextual information by utilizing self-attention mechanism. We evaluate the proposed ENRU-Net and compare it with other state-of-the-art models on two widely-used public aerial building imagery datasets: the Massachusetts Buildings Dataset and the WHU Aerial Imagery Dataset. The experiments show that the accuracy of ENRU-Net on these datasets has remarkable improvement against previous state-of-the-art semantic segmentation models, including FCN-8s, U-Net, SegNet and Deeplab v3. The subsequent analysis also indicates that our ENRU-Net has advantages in efficiency for building extraction from high-resolution aerial images.",,,,,,,,,28,1,0,0,0,0,28,,,2169-3536,,,WOS:000525422700047,,
B,Xiangtai Li; Xia Li; Li Zhang; Guangliang Cheng; Jianping Shi; Zhouchen Lin; Shaohua Tan; Yunhai Tong,,,,,,"Vedaldi, A.; Bischof, H.; Brox, T.; Frahm, J.-M.",,Improving Semantic Segmentation via Decoupled Body and Edge Supervision,,,,,,,,Computer Vision - ECCV 2020. 16th European Conference. Proceedings. Lecture Notes in Computer Science (LNCS 12362),,,,,,,,435,52,,10.1007/978-3-030-58520-4_26,,,,2020,2020,"Existing semantic segmentation approaches either aim to improve the object's inner consistency by modeling the global context, or refine objects detail along their boundaries by multi-scale feature fusion. In this paper, a new paradigm for semantic segmentation is proposed. Our insight is that appealing performance of semantic segmentation requires explicitly modeling the object body and edge, which correspond to the high and low frequency of the image. To do so, we first warp the image feature by learning a flow field to make the object part more consistent. The resulting body feature and the residual edge feature are further optimized under decoupled supervision by explicitly sampling different parts (body or edge) pixels. We show that the proposed framework with various baselines or backbone networks leads to better object inner consistency and object boundaries. Extensive experiments on four major road scene semantic segmentation benchmarks including Cityscapes, CamVid, KIITI and BDD show that our proposed approach establishes new state of the art while retaining high efficiency in inference. In particular, we achieve 83.7 mIoU % on Cityscape with only fine-annotated data. Code and models are made available to foster any further research (https://github.com/lxtGH/DecoupleSegNets).",,,,,Computer Vision - ECCV 2020. 16th European ConferenceComputer Vision - ECCV 2020. 16th European Conference,23-28 Aug. 202023-28 Aug. 2020,,"Glasgow, UKGlasgow, UK",28,0,0,0,1,0,28,,,,,978-3-030-58519-8,INSPEC:20220943,,
C,"Zheng, Zhuo; Zhong, Yanfei; Wang, Junjue; Ma, Ailong",,,IEEE,"Wang, Junjue/AAE-5698-2022","Wang, Junjue/0000-0002-9500-3399",,,Foreground-Aware Relation Network for Geospatial Object Segmentation in High Spatial Resolution Remote Sensing Imagery,,,,,,,,2020 IEEE/CVF CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION (CVPR),,IEEE Conference on Computer Vision and Pattern Recognition,,,,,,4095,4104,,10.1109/CVPR42600.2020.00415,,,,2020,2020,"Geospatial object segmentation, as a particular semantic segmentation task, always faces with larger-scale variation, larger intra-class variance of background, and foreground-background imbalance in the high spatial resolution (HSR) remote sensing imagery. However, general semantic segmentation methods mainly focus on scale variation in the natural scene, with inadequate consideration of the other two problems that usually happen in the large area earth observation scene. In this paper, we argue that the problems lie on the lack of foreground modeling and propose a foreground-aware relation network (FarSeg) from the perspectives of relation-based and optimization-based foreground modeling, to alleviate the above two problems. From perspective of relation, FarSeg enhances the discrimination of foreground features via foreground-correlated contexts associated by learning foreground-scene relation. Meanwhile, from perspective of optimization, a foreground-aware optimization is proposed to focus on foreground examples and hard examples of background during training for a balanced optimization. The experimental results obtained using a large scale dataset suggest that the proposed method is superior to the state-of-the-art general semantic segmentation methods and achieves a better trade-off between speed and accuracy.",,,,,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),"JUN 14-19, 2020JUN 14-19, 2020",IEEE; CVFIEEE; CVF,ELECTR NETWORKELECTR NETWORK,27,1,0,0,3,0,28,,,1063-6919,,978-1-7281-7168-5,WOS:000620679504037,,
J,"Zhou, Wujie; Yuan, Jianzhong; Lei, Jingsheng; Luo, Ting",,,,,,,,TSNet: Three-Stream Self-Attention Network for RGB-D Indoor Semantic Segmentation,,,,,,,,IEEE INTELLIGENT SYSTEMS,,,,36,4,,,73,78,,10.1109/MIS.2020.2999462,,,,JUL-AUG 2021,2021,"This article proposes a three-stream self-attention network (TSNet) for indoor semantic segmentation comprising two asymmetric input streams (asymmetric encoder structure) and a cross-modal distillation stream with a self-attention module. The two asymmetric input streams are ResNet34 for the red-green-blue (RGB) stream and VGGNet16 for the depth stream. Accompanying the RGB and depth streams, a cross-modal distillation stream with a self- attention module extracts new RGB plus depth features in each level in the bottom-up path. In addition, while using bilinear upsampling to recover the spatial resolution of the feature map, we incorporated the feature information of both the RGB flow and the depth flow through the self-attention module. We constructed the NYU Depth V2 dataset to evaluate the TSNet and achieved results comparable to those of current state-of-the-art methods.",,,,,,,,,27,0,0,0,0,0,27,,,1541-1672,1941-1294,,WOS:000696077900008,,
J,"Hong, Danfeng; Yao, Jing; Meng, Deyu; Xu, Zongben; Chanussot, Jocelyn",,,,"Hong, Danfeng/U-6082-2019; Yao, Jing/AAA-5843-2021","Hong, Danfeng/0000-0002-3212-9584; Yao, Jing/0000-0003-1301-9758; Chanussot, Jocelyn/0000-0003-4817-2875",,,Multimodal GANs: Toward Crossmodal HyperspectralMultispectral Image Segmentation,,,,,,,,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,,,,59,6,,,5103,5113,,10.1109/TGRS.2020.3020823,,,,JUN 2021,2021,"This article addresses the problem of semantic segmentation with limited cross-modality data in large-scale urban scenes. Most prior works have attempted to address this issue by using multimodal deep neural networks (DNNs). However, their ability to effectively blending different properties across multimodalities and robustly learning representations from complex scenes remains limited, particularly in the absence of sufficient and well-annotated training images. This leads to a challenge related to cross-modality learning with multimodal DNNs. To this end, we introduce two novel plug-and-play units in the network: self-generative adversarial networks (GANs) module and mutual-GANs module, to learn perturbation-insensitive feature representations and to eliminate the gap between multimodalities, respectively, yielding more effective and robust information transfer. Furthermore, a patchwise progressive training strategy is devised to enable effective network learning with limited samples. We evaluate the proposed network on two multimodal (hyperspectral and multispectral) overhead image data sets and achieve a significant improvement in comparison with several state-of-the-art methods.",,,,,,,,,27,0,0,0,0,0,27,,,0196-2892,1558-0644,,WOS:000652834200045,,
J,"Su, Jinya; Yi, Dewei; Su, Baofeng; Mi, Zhiwen; Liu, Cunjia; Hu, Xiaoping; Xu, Xiangming; Guo, Lei; Chen, Wen-Hua",,,,"Xu, Xiangming/I-3050-2014; 于, 于增臣/AAH-4657-2021; SU, JINYA/AAG-6205-2019","Xu, Xiangming/0000-0002-4567-7117; SU, JINYA/0000-0002-3121-7208; Yi, Dewei/0000-0003-1702-9136; Hu, Xiaoping/0000-0002-8155-7040; Guo, Lei/0000-0002-3061-2337; Liu, Cunjia/0000-0003-2829-9369",,,Aerial Visual Perception in Smart Farming: Field Study of Wheat Yellow Rust Monitoring,,,,,,,,IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS,,,,17,3,,,2242,2249,,10.1109/TII.2020.2979237,,,,MAR 2021,2021,"Agriculture is facing severe challenges from crop stresses, threatening its sustainable development and food security. This article exploits aerial visual perception for yellow rust disease monitoring, which seamlessly integrates state-of-the-art techniques and algorithms, including unmanned aerial vehicle sensing, multispectral imaging, vegetation segmentation, and deep learning U-Net. A field experiment is designed by infecting winter wheat with yellow rust inoculum, on top of which multispectral aerial images are captured by DJI Matrice 100 equipped with RedEdge camera. After image calibration and stitching, multispectral orthomosaic is labeled for system evaluation by inspecting high-resolution RGB images taken by Parrot Anafi Drone. The merits of the developed framework drawing spectral-spatial information concurrently are demonstrated by showing improved performance over purely spectral-based classifier by the classical random forest algorithm. Moreover, various network input band combinations are tested, including three RGB bands and five selected spectral vegetation indices, by sequential forward selection strategy of wrapper algorithm.",,,,,,,,,25,1,0,0,6,1,27,,,1551-3203,1941-0050,,WOS:000597195500068,,
J,"Mehrtash, Alireza; Wells, William M., III; Tempany, Clare M.; Abolmaesumi, Purang; Kapur, Tina",,,,,"Abolmaesumi, Purang/0000-0002-7259-8609; Mehrtash, Alireza/0000-0003-3703-5330",,,Confidence Calibration and Predictive Uncertainty Estimation for Deep Medical Image Segmentation,,,,,,,,IEEE TRANSACTIONS ON MEDICAL IMAGING,,,,39,12,,,3868,3878,,10.1109/TMI.2020.3006437,,,,DEC 2020,2020,"Fully convolutional neural networks (FCNs), and in particular U-Nets, have achieved state-of-the-art results in semantic segmentation for numerous medical imaging applications. Moreover, batch normalization and Dice loss have been used successfully to stabilize and accelerate training. However, these networks are poorly calibrated i.e. they tend to produce overconfident predictions for both correct and erroneous classifications, making them unreliable and hard to interpret. In this paper, we study predictive uncertainty estimation in FCNs for medical image segmentation. We make the following contributions: 1) We systematically compare cross-entropy loss with Dice loss in terms of segmentation quality and uncertainty estimation of FCNs; 2) We propose model ensembling for confidence calibration of the FCNs trained with batch normalization and Dice loss; 3) We assess the ability of calibrated FCNs to predict segmentation quality of structures and detect out-of-distribution test examples. We conduct extensive experiments across three medical image segmentation applications of the brain, the heart, and the prostate to evaluate our contributions. The results of this study offer considerable insight into the predictive uncertainty estimation and out-of-distribution detection in medical image segmentation and provide practical recipes for confidence calibration. Moreover, we consistently demonstrate that model ensembling improves confidence calibration.",,,,,,,,,27,0,0,0,4,0,27,,,0278-0062,1558-254X,,WOS:000595547500010,32746129,
J,"Pan, Bin; Xu, Xia; Shi, Zhenwei; Zhang, Ning; Luo, Huanlin; Lan, Xianchao",,,,,,,,DSSNet: A Simple Dilated Semantic Segmentation Network for Hyperspectral Imagery Classification,,,,,,,,IEEE GEOSCIENCE AND REMOTE SENSING LETTERS,,,,17,11,,,1968,1972,,10.1109/LGRS.2019.2960528,,,,NOV 2020,2020,"Deep learning-based methods have presented a promising performance in the task of hyperspectral imagery classification (HSIC). However, recent methods usually are considered HSIC as a patchwise image classification problem and addressed it by giving a single label to the patch surrounding a pixel. In this letter, we propose a new semantic segmentation network that can directly label each pixel in an end-to-end manner. Compared with patchwise models, our method can significantly improve training effectiveness and reduce some manual parameters. Another challenge in HSIC is that the spatial resolution of hyperspectral imagery is relatively low; in that case, the pooling operation may result in resolution and coverage loss. To address this issue, we introduce dilated convolution to our model and construct a dilated semantic segmentation network (DSSNet). Different from some existing works, DSSNet is specially designed for HSIC without complicated architecture, and no pretrained models are required. The joint spatial-spectral information can be extracted via an end-to-end manner and, thus, avoid various preprocessing or postprocessing operations. Experiments on two public data sets have demonstrated the effectiveness of our improvements compared with some of the latest deep learning-based HSIC models.",,,,,,,,,27,0,0,0,2,0,27,,,1545-598X,1558-0571,,WOS:000583714200026,,
J,"Yang, Kailun; Hu, Xinxin; Bergasa, Luis M.; Romera, Eduardo; Wang, Kaiwei",,,,"Bergasa, Luis M./H-9810-2013; Yang, Kailun/U-2491-2019","Bergasa, Luis M./0000-0002-0087-3077; Yang, Kailun/0000-0002-1090-667X",,,PASS: Panoramic Annular Semantic Segmentation,,,,,,,,IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,,,,21,10,,,4171,4185,,10.1109/TITS.2019.2938965,,,,OCT 2020,2020,"Pixel-wise semantic segmentation is capable of unifying most of driving scene perception tasks, and has enabled striking progress in the context of navigation assistance, where an entire surrounding sensing is vital. However, current mainstream semantic segmenters are predominantly benchmarked against datasets featuring narrow Field of View (FoV), and a large part of vision-based intelligent vehicles use only a forward-facing camera. In this paper, we propose a Panoramic Annular Semantic Segmentation (PASS) framework to perceive the whole surrounding based on a compact panoramic annular lens system and an online panorama unfolding process. To facilitate the training of PASS models, we leverage conventional FoV imaging datasets, bypassing the efforts entailed to create fully dense panoramic annotations. To consistently exploit the rich contextual cues in the unfolded panorama, we adapt our real-time ERF-PSPNet to predict semantically meaningful feature maps in different segments, and fuse them to fulfill panoramic scene parsing. The innovation lies in the network adaptation to enable smooth and seamless segmentation, combined with an extended set of heterogeneous data augmentations to attain robustness in panoramic imagery. A comprehensive variety of experiments demonstrates the effectiveness for real-world surrounding perception in a single PASS, while the adaptation proposal is exceptionally positive for state-of-the-art efficient networks.",,,,,,,,,26,1,0,0,0,0,27,,,1524-9050,1558-0016,,WOS:000576271400012,,
J,"Pan, Suoyan; Guan, Haiyan; Chen, Yating; Yu, Yongtao; Goncalves, Wesley Nunes; Marcato Junior, Jose; Li, Jonathan",,,,"Li, Jonathan/AAA-7712-2021","LI, Jonathan/0000-0001-7899-0049",,,Land-cover classification of multispectral LiDAR data using CNN with optimized hyper-parameters,,,,,,,,ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,,,,166,,,,241,254,,10.1016/j.isprsjprs.2020.05.022,,,,AUG 2020,2020,"Multispectral LiDAR (Light Detection And Ranging) is characterized of the completeness and consistency of its spectrum and spatial geometric data, which provides a new data source for land-cover classification. In recent years, the convolutional neural network (CNN), compared with traditional machine learning methods, has made a series of breakthroughs in image classification, object detection, and image semantic segmentation due to its stronger feature learning and feature expression abilities. However, traditional CNN models suffer from some issues, such as a large number of layers, leading to higher computational cost. To address this problem, we propose a CNN-based multi-spectral LiDAR land-cover classification framework and analyze its optimal parameters to improve classification accuracy. This framework starts with the preprocessing of multi-spectral 3D LiDAR data into 2D images. Next, a CNN model is constructed with seven fundamental functional layers, and its hyper-parameters are comprehensively discussed and optimized. The constructed CNN model with the optimized hyper-parameters was tested on the Titan multi-spectral LiDAR data, which include three wavelengths of 532 nm, 1064 nm, and 1550 nm. Extensive experiments demonstrated that the constructed CNN with the optimized hyper-parameters is feasible for multi-spectral LiDAR land-cover classification tasks. Compared with the classical CNN models (i.e., AlexNet, VGG16 and ResNet50) and our previous studies, our constructed CNN model with the optimized hyper-parameters is superior in computational performance and classification accuracies.",,,,,,,,,27,0,0,0,1,0,27,,,0924-2716,1872-8235,,WOS:000551268300019,,
J,"Hausen, Ryan; Robertson, Brant E.",,,,"Robertson, Brant/AAA-6124-2022","Robertson, Brant/0000-0002-4271-0364; Hausen, Ryan/0000-0002-8543-761X",,,Morpheus: A Deep Learning Framework for the Pixel-level Analysis of Astronomical Image Data,,,,,,,,ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,,,,248,1,,,,,20,10.3847/1538-4365/ab8868,,,,MAY 2020,2020,"We present Morpheus, a new model for generating pixel-level morphological classifications of astronomical sources. Morpheus leverages advances in deep learning to perform source detection, source segmentation, and morphological classification pixel-by-pixel via a semantic segmentation algorithm adopted from the field of computer vision. By utilizing morphological information about the flux of real astronomical sources during object detection, Morpheus shows resiliency to false-positive identifications of sources. We evaluate Morpheus by performing source detection, source segmentation, morphological classification on the Hubble Space Telescope data in the five CANDELS fields with a focus on the GOODS South field, and demonstrate a high completeness in recovering known GOODS South 3D-HST sources with H < 26 AB. We release the code publicly, provide online demonstrations, and present an interactive visualization of the Morpheus results in GOODS South.",,,,,,,,,27,0,0,0,0,0,27,,,0067-0049,1538-4365,,WOS:000535553400001,,
J,"Huang, Rong; Xu, Yusheng; Hong, Danfeng; Yao, Wei; Ghamisi, Pedram; Stilla, Uwe",,,,"Stilla, Uwe/H-1534-2011; Hong, Danfeng/U-6082-2019; Ghamisi, Pedram/ABD-5419-2021; Huang, Rong/AAW-3077-2020; Yao, Wei/E-8520-2017","Stilla, Uwe/0000-0002-1184-0924; Hong, Danfeng/0000-0002-3212-9584; Huang, Rong/0000-0002-4491-6059; Yao, Wei/0000-0001-7704-0615",,,Deep point embedding for urban classification using ALS point clouds: A new perspective from local to global,,,,,,,,ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,,,,163,,,,62,81,,10.1016/j.isprsjprs.2020.02.020,,,,MAY 2020,2020,"Semantic interpretation of the 3D scene is one of the most challenging problems in point cloud processing, which also deems as an essential task in a wide variety of point cloud applications. The core task of semantic interpretation is semantic labeling, namely, obtaining a unique semantic label for each point in the point cloud. Despite several reported approaches, semantic labeling continues to be a challenge owing to the complexity of scenes, objects of various scales, and the non-homogeneity of unevenly distributed points. In this paper, we propose a novel method for obtaining semantic labels of airborne laser scanning (ALS) point clouds involving the embedding of local context information for each point with multi-scale deep learning, nonlinear manifold learning for feature dimension reduction, and global graph-based optimization for refining the classification results. Specifically, we address the tasks of learning discriminative features and global labeling smoothing. The key contribution of our study is threefold. First, a hierarchical data augmentation strategy is applied to enhance the learning of deep features based on the PointNet + + network and simultaneously eliminate the artifacts caused by division and sampling while dealing with large-scale datasets. Subsequently, the learned hierarchical deep features are globally optimized and embedded into a low-dimensional space with a nonlinear manifold-based joint learning method with the removal of redundant and disturbing information. Finally, a graphstructured optimization based on the Markov random fields algorithm is performed to achieve global optimization of the initial classification results that are obtained using the embedded deep features by constructing a weighted indirect graph and solving the optimization problem with graph-cuts. We conducted thorough experiments on ALS point cloud datasets to assess the performance of our framework. Results indicate that compared to other commonly used advanced classification methods, our method can achieve high classification accuracy. The overall accuracy (OA) of our approach on the ISPRS benchmark dataset can scale up to 83.2% for classifying nine semantic classes, thereby outperforming other compared point-based strategies. Additionally, we evaluated our framework on a selected portion of the AHN3 dataset, which provided OA up to 91.2%.",,,,,,,,,27,0,0,0,0,0,27,,,0924-2716,1872-8235,,WOS:000527712500005,,
J,"Guo, Hongxiang; He, Guojin; Jiang, Wei; Yin, Ranyu; Yan, Lei; Leng, Wanchun",,,,,"Leng, Wanchun/0000-0001-9355-2952; yin, ranyu/0000-0001-5594-0815",,,A Multi-Scale Water Extraction Convolutional Neural Network (MWEN) Method for GaoFen-1 Remote Sensing Images,,,,,,,,ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION,,,,9,4,,,,,189,10.3390/ijgi9040189,,,,APR 2020,2020,"Automatic water body extraction method is important for monitoring floods, droughts, and water resources. In this study, a new semantic segmentation convolutional neural network named the multi-scale water extraction convolutional neural network (MWEN) is proposed to automatically extract water bodies from GaoFen-1 (GF-1) remote sensing images. Three convolutional neural networks for semantic segmentation (fully convolutional network (FCN), Unet, and Deeplab V3+) are employed to compare with the water bodies extraction performance of MWEN. Visual comparison and five evaluation metrics are used to evaluate the performance of these convolutional neural networks (CNNs). The results show the following. (1) The results of water body extraction in multiple scenes using the MWEN are better than those of the other comparison methods based on the indicators. (2) The MWEN method has the capability to accurately extract various types of water bodies, such as urban water bodies, open ponds, and plateau lakes. (3) By fusing features extracted at different scales, the MWEN has the capability to extract water bodies with different sizes and suppress noise, such as building shadows and highways. Therefore, MWEN is a robust water extraction algorithm for GaoFen-1 satellite images and has the potential to conduct water body mapping with multisource high-resolution satellite remote sensing data.",,,,,International Conference on Geo-Information Technology and its Applications (ICGITA)International Conference on Geo-Information Technology and its Applications (ICGITA),"OCT 11-13, 2019OCT 11-13, 2019",,"Nanchang, PEOPLES R CHINANanchang, PEOPLES R CHINA",26,1,0,0,1,0,27,,,,2220-9964,,WOS:000539535700004,,
J,"Kong, Bin; Wang, Xin; Bai, Junjie; Lu, Yi; Gao, Feng; Cao, Kunlin; Xia, Jun; Song, Qi; Yin, Youbing",,,,,,,,Learning tree-structured representation for 3D coronary artery segmentation,,,,,,,,COMPUTERIZED MEDICAL IMAGING AND GRAPHICS,,,,80,,,,,,101688,10.1016/j.compmedimag.2019.101688,,,,MAR 2020,2020,"Extensive research has been devoted to the segmentation of the coronary artery. However, owing to its complex anatomical structure, it is extremely challenging to automatically segment the coronary artery from 3D coronary computed tomography angiography (CCTA). Inspired by recent ideas to use tree-structured long short-term memory (LSTM) to model the underlying tree structures for NLP tasks, we propose a novel tree-structured convolutional gated recurrent unit (ConvGRU) model to learn the anatomical structure of the coronary artery. However, unlike tree-structured LSTM proposed for semantic relatedness as well as sentiment classification in natural language processing, our tree-structured ConvGRU model considers the local spatial correlations in the input data as the convolutions are used for input-to-state as well as state-to-state transitions, thus more suitable for image analysis. To conduct voxel-wise segmentation, a tree-structured segmentation framework is presented. It consists of a fully convolutional network (FCN) for multi-scale discriminative feature extraction and the final prediction, and a tree-structured ConvGRU layer for anatomical structure modeling. The proposed framework is extensively evaluated on four large-scale 3D CCTA dataset (the largest to the best of our knowledge), and experiments show that our method is more accurate as well as efficient, compared with other coronary artery segmentation approaches. (C) 2019 Elsevier Ltd. All rights reserved.",,,,,,,,,26,1,0,0,3,0,27,,,0895-6111,1879-0771,,WOS:000517850500001,31926366,
